Unnamed: 0,batter,baller,ball_speed,ball_length,ball_swing,wicket,wide,runs,shot,commentary
187,Iftikhar Ahmed,Kuldeep Yadav,,full,outside,0,0,0,defend,"Kuldeep Yadav to Iftikhar Ahmed, no run, short and turning in, Iftikhar is cramped and mistimes the pull to mid-wicket"
188,Iftikhar Ahmed,Kuldeep Yadav,,full,outside,0,0,0,defend,"Kuldeep Yadav to Iftikhar Ahmed, no run, flighted on leg-stump, Iftikhar works it with the spin to mid-wicket"
189,Iftikhar Ahmed,Jadeja,,full,straight,0,0,1,flick,"Jadeja to Iftikhar Ahmed, 1 run, short of length around off, Iftikhar knocks it to long-off"
190,Shadab Khan,Jadeja,,full,straight,0,0,1,flick,"Jadeja to Shadab Khan, 1 run, flatter and outside off, Shadab directs it square of the wicket"
191,Shadab Khan,Jadeja,,full,outside,0,0,0,flick,"Jadeja to Shadab Khan, no run, slower, shorter and turns away, Shadab is stuck to the crease and goes feeling for the ball, beaten"
192,Iftikhar Ahmed,Jadeja,,full,straight,0,0,1,flick,"Jadeja to Iftikhar Ahmed, 1 run, full and outside off, Iftikhar drives square and the sweeper tidies up"
193,Shadab Khan,Jadeja,,full,outside,0,0,1,defend,"Jadeja to Shadab Khan, 1 run, darted outside off, Shadab opens the bat face and eases it to sweeper cover"
194,Iftikhar Ahmed,Jadeja,,full,straight,0,0,1,flick,"Jadeja to Iftikhar Ahmed, 1 run, quicker and around off, Iftikhar plays it wide of cover and crosses over"
195,Agha Salman,Kuldeep Yadav,,full,straight,1,0,0,defend,"Kuldeep Yadav to Agha Salman, out Lbw,, Pakistan don't lose the review"
196,Iftikhar Ahmed,Kuldeep Yadav,,full,straight,0,0,1,defend,"Kuldeep Yadav to Iftikhar Ahmed, 1 run, he thought about the sweep but the length was too full, eases it to long-on"
197,Iftikhar Ahmed,Kuldeep Yadav,,full,straight,0,0,0,cover drive,"Kuldeep Yadav to Iftikhar Ahmed, no run, flatter and close to off, Iftikhar knocks it towards cover"
198,Agha Salman,Kuldeep Yadav,,full,straight,0,0,1,defend,"Kuldeep Yadav to Agha Salman, 1 run, googly on leg-stump, Salman sweeps on the bounce to deep backward square"
199,Agha Salman,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Agha Salman, no run, quicker delivery at the stumps, Salman turns it to mid-wicket"
200,Iftikhar Ahmed,Kuldeep Yadav,,full,outside,0,0,1,cut,"Kuldeep Yadav to Iftikhar Ahmed, 1 run, half tracker and Iftikhar pulls to deep mid-wicket"
201,Agha Salman,Jadeja,,full,straight,0,0,2,defend,"Jadeja to Agha Salman, 2 runs, this time Salman connects with the paddle sweep and sends it to fine leg, easy brace"
202,Agha Salman,Jadeja,,full,straight,0,0,0,pull,"Jadeja to Agha Salman, no run, 95ks full delivery on off, Salman pushes firmly to cover"
203,Iftikhar Ahmed,Jadeja,,full,straight,0,0,1,cover drive,"Jadeja to Iftikhar Ahmed, 1 run, very full delivery on off, Iftikhar digs it out to mid-on and quickly crosses over"
204,Agha Salman,Jadeja,,full,straight,0,0,1,flick,"Jadeja to Agha Salman, 1 run, quicker and outside off, Salman drives to sweeper cover"
205,Agha Salman,Jadeja,,full,straight,0,0,4,defend,"Jadeja to Agha Salman, FOUR, calculated risk"
206,Iftikhar Ahmed,Jadeja,,full,straight,0,0,1,flick,"Jadeja to Iftikhar Ahmed, 1 run, short and outside off, Iftikhar cuts to backward point and Gill fumbles"
207,Agha Salman,Kuldeep Yadav,,full,outside,0,0,0,defend,"Kuldeep Yadav to Agha Salman, no run, ufff, Googly and it turns away sharply, Salman leans forward and closes the bat face, beaten all ends up"
208,Agha Salman,Kuldeep Yadav,,full,straight,0,0,0,pull,"Kuldeep Yadav to Agha Salman, no run, quicker delivery close to off, Salman pushes it back to Kuldeep"
209,Iftikhar Ahmed,Kuldeep Yadav,,full,outside,0,0,1,pull,"Kuldeep Yadav to Iftikhar Ahmed, 1 run, wrong 'un on off, Iftikhar pushes to mid-off and quickly crosses over"
210,Iftikhar Ahmed,Kuldeep Yadav,,full,straight,0,0,0,flick,"Kuldeep Yadav to Iftikhar Ahmed, no run, not all that short but Iftikhar still goes for the pull, toe-ends it to the off-side"
211,Iftikhar Ahmed,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Iftikhar Ahmed, no run, short of length googly around off, Iftikhar defends down the pitch"
212,Iftikhar Ahmed,Kuldeep Yadav,,full,outside,0,0,0,cover drive,"Kuldeep Yadav to Iftikhar Ahmed, no run, flatter and skidding on, Iftikhar knocks it to mid-wicket"
213,Agha Salman,Jadeja,,full,straight,0,0,0,defend,"Jadeja to Agha Salman, no run, ouch, Oh no"
214,Iftikhar Ahmed,Jadeja,,full,straight,0,0,1,cover drive,"Jadeja to Iftikhar Ahmed, 1 run, 94ks full delivery outside off, Iftikhar opens the bat face and eases it to sweeper cover"
215,Iftikhar Ahmed,Jadeja,,full,outside,0,0,0,defend,"Jadeja to Iftikhar Ahmed, no run, holds the length back a bit, Iftikhar knocks it to cover"
216,Agha Salman,Jadeja,,full,straight,0,0,1,flick,"Jadeja to Agha Salman, 1 run, 93ks fullish delivery and Salman drives to long-off"
217,Iftikhar Ahmed,Jadeja,,full,straight,0,0,1,pull,"Jadeja to Iftikhar Ahmed, 1 run, 95ks delivery close to off, Iftikhar pushes it towards point"
218,Agha Salman,Jadeja,,full,straight,0,0,1,defend,"Jadeja to Agha Salman, 1 run, starts with a dart around off, Salman eases it to cover"
219,Agha Salman,Kuldeep Yadav,,full,straight,0,0,1,defend,"Kuldeep Yadav to Agha Salman, 1 run, full delivery on leg-stump, Salman drives it to long-on"
220,Iftikhar Ahmed,Kuldeep Yadav,,full,straight,0,0,1,cut,"Kuldeep Yadav to Iftikhar Ahmed, 1 run, shortens the length, Iftikhar flicks it uppishly wide of mid-wicket"
221,Iftikhar Ahmed,Kuldeep Yadav,,full,outside,0,0,0,cover drive,"Kuldeep Yadav to Iftikhar Ahmed, no run, uhhh, Wrong 'un and Iftikhar had no clue, he played for the ball turning in and is beaten on the outside edge"
222,Iftikhar Ahmed,Kuldeep Yadav,,full,straight,0,0,0,flick,"Kuldeep Yadav to Iftikhar Ahmed, no run, tossed up outside off, Iftikhar blocks to the off-side"
223,Fakhar Zaman,Kuldeep Yadav,,full,straight,1,0,0,defend,"Kuldeep Yadav to Fakhar Zaman, out Bowled,, Cleaned up, Zaman survived some nervy moments early on, was dropped by Rohit in Kuldeep's first over and finally he perishes"
224,Fakhar Zaman,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Fakhar Zaman, no run, drifts across and turns, Zaman defends to the left of Kuldeep"
225,Fakhar Zaman,Hardik Pandya,,full,outside,0,0,1,cut,"Hardik Pandya to Fakhar Zaman, 1 run, short and banged into the wicket, Zaman pulls to deep square leg"
226,Fakhar Zaman,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Fakhar Zaman, no run, slower ball down leg, Zaman misses the glance and the ball rolls off the pad to Rahul"
227,Fakhar Zaman,Hardik Pandya,,full,straight,0,0,0,flick,"Hardik Pandya to Fakhar Zaman, no run, back of a length close to off, Zaman defends to the off-side"
228,Fakhar Zaman,Hardik Pandya,,full,straight,0,0,4,defend,"Hardik Pandya to Fakhar Zaman, FOUR, finally some intent and Zaman gets it off the middle too"
229,Agha Salman,Hardik Pandya,,full,straight,0,0,1,flick,"Hardik Pandya to Agha Salman, 1 run, on a length and outside off, Salman drives square and the sweeper tidies up"
230,Agha Salman,Hardik Pandya,,full,straight,0,0,0,cover drive,"Hardik Pandya to Agha Salman, no run, 140ks delivery pounded into the pitch and gets a bit of extra lift, Salman fends it with soft hands to mid-wicket"
231,Fakhar Zaman,Kuldeep Yadav,,full,straight,0,0,0,flick,"Kuldeep Yadav to Fakhar Zaman, no run, touch quicker now, Zaman stays back and defends off the outer half to backward point"
232,Agha Salman,Kuldeep Yadav,,full,straight,0,0,1,defend,"Kuldeep Yadav to Agha Salman, 1 run, bit too full in length and Salman drives it down to long-on"
233,Agha Salman,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Agha Salman, no run, slower and drifted across, Salman defends to cover"
234,Fakhar Zaman,Kuldeep Yadav,,full,outside,0,0,1,flick,"Kuldeep Yadav to Fakhar Zaman, 1 run, floated up close to off, Zaman sweeps to deep mid-wicket and Kishan keeps it to a single"
235,Fakhar Zaman,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Fakhar Zaman, no run, dropped? By the reactions of the players, it looks like Rohit has put it down"
236,Fakhar Zaman,Kuldeep Yadav,,full,straight,0,0,0,pull,"Kuldeep Yadav to Fakhar Zaman, no run, flighted around off, Zaman pushes it off the inner half to mid-on"
237,Agha Salman,Hardik Pandya,,full,straight,0,0,0,defend,"Hardik Pandya to Agha Salman, no run, on a length and outside off, Salman shoulders arms"
238,Fakhar Zaman,Hardik Pandya,,full,outside,0,0,1,defend,"Hardik Pandya to Fakhar Zaman, 1 run, hip-lined delivery, Zaman tucks it to deep square leg"
239,Fakhar Zaman,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Fakhar Zaman, no run, charges down the wicket and is met by a shortened length, misses the tuck and is struck on the thigh pad"
240,Fakhar Zaman,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Fakhar Zaman, no run, angled outside off, Zaman lifts his bat and lets it go"
241,Fakhar Zaman,Hardik Pandya,,full,straight,0,0,0,defend,"Hardik Pandya to Fakhar Zaman, no run, fullish delivery on off, Zaman defends it back to Hardik"
242,Fakhar Zaman,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Fakhar Zaman, no run,"
243,Agha Salman,Thakur,,full,outside,0,0,0,defend,"Thakur to Agha Salman, no run, decks in from good length and cuts Salman into half, he was pressing forward to defend but is beaten due to the movement"
244,Fakhar Zaman,Thakur,,full,outside,0,0,1,defend,"Thakur to Fakhar Zaman, 1 run, too straight - on middle and leg, Zaman flicks to deep square leg"
245,Fakhar Zaman,Thakur,,full,straight,0,0,0,flick,"Thakur to Fakhar Zaman, no run, 136ks back of a length delivery on off, Zaman blocks it to Shardul"
246,Fakhar Zaman,Thakur,,full,outside,0,0,0,flick,"Thakur to Fakhar Zaman, no run, stifled appeal for LBW"
247,Agha Salman,Thakur,,full,straight,0,0,1,cover drive,"Thakur to Agha Salman, 1 run, full and outside off, Salman drives with an open bat face towards sweeper cover"
248,Fakhar Zaman,Thakur,,full,outside,0,0,1,defend,"Thakur to Fakhar Zaman, 1 run, hip-lined delivery, Zaman tucks it to deep square leg"
249,Agha Salman,Hardik Pandya,,full,straight,0,0,0,defend,"Hardik Pandya to Agha Salman, no run, beauty, How has that missed the edge or off-stump? Salman is lucky to be out there"
250,Agha Salman,Hardik Pandya,,full,outside,0,0,2,cut,"Hardik Pandya to Agha Salman, 2 runs, fullish in-angler, Salman pushes it off the inner half past mid-wicket and picks up a brace"
251,Fakhar Zaman,Hardik Pandya,,full,straight,0,0,1,defend,"Hardik Pandya to Fakhar Zaman, 1 run, short of length delivery, Zaman mistimes the pull to deep square leg"
252,Fakhar Zaman,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Fakhar Zaman, no run, another delivery that goes past the edge"
253,Fakhar Zaman,Hardik Pandya,,full,straight,0,0,0,pull,"Hardik Pandya to Fakhar Zaman, no run, 136ks fuller and around off, Zaman pushes it off the top half of the bat to cover"
254,Agha Salman,Hardik Pandya,,full,straight,0,0,0,defend,"Hardik Pandya to Agha Salman, leg byes, 1 run, nips back in from short of length, Salman hops and is beaten on the inside edge, the ball deflects off the thigh pad to backward point"
255,Agha Salman,Hardik Pandya,,full,straight,0,0,5,flick,"Hardik Pandya to Agha Salman, 5 wides, bouncer but too short and keeps climbing, Salman does not even have to duck fully and he sees the ball fly over him, no chance for Rahul as well"
256,Fakhar Zaman,Thakur,,full,outside,0,0,0,cover drive,"Thakur to Fakhar Zaman, no run, uhh, He produces jaffas every now and then"
257,Fakhar Zaman,Thakur,,full,straight,0,0,0,flick,"Thakur to Fakhar Zaman, no run, 135ks full delivery on off, Zaman defends it back to Shardul"
258,Agha Salman,Thakur,,full,straight,0,0,1,defend,"Thakur to Agha Salman, 1 run, 135ks full delivery on off, Salman flicks wide of mid-on and Hardik makes a good stop"
259,Agha Salman,Thakur,,full,outside,0,0,4,defend,"Thakur to Agha Salman, FOUR, lovely shot, Nothing wrong with the delivery"
260,Agha Salman,Thakur,,full,straight,0,0,2,flick,"Thakur to Agha Salman, 2 runs, short and width on offer, Salman slashes over backward point and Bumrah tidies up in the deep"
261,Fakhar Zaman,Thakur,,full,straight,0,0,1,cut,"Thakur to Fakhar Zaman, 1 run, short of length at the body, Zaman swivels and pulls to deep backward square"
262,Agha Salman,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Agha Salman, no run, 138ks nips back in from good length, Salman shoulders arms"
263,Agha Salman,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Agha Salman, no run, 140ks good length ball around off, Salman blocks to point"
264,Agha Salman,Hardik Pandya,,full,straight,0,0,0,defend,"Hardik Pandya to Agha Salman, no run, full and at the stumps, Salman almost digs it out to mid-on"
265,Agha Salman,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Agha Salman, no run, appeal for caught behind from Hardik"
266,Fakhar Zaman,Hardik Pandya,,full,outside,0,0,1,defend,"Hardik Pandya to Fakhar Zaman, 1 run, angled across the left hander, Zaman drives on the bounce to sweeper cover"
267,Fakhar Zaman,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Fakhar Zaman, no run, 136ks fullish delivery around off, Zaman prods forward and defends to cover"
268,Agha Salman,Thakur,,full,straight,0,0,0,defend,"Thakur to Agha Salman, no run, attacks the stumps, Salman is not fully forward as he blocks to the right of Shardul"
269,Agha Salman,Thakur,,full,straight,0,0,0,defend,"Thakur to Agha Salman, no run, fuller than a good length, Salman prods forward and defends to the off-side"
270,Fakhar Zaman,Thakur,,full,straight,0,0,1,cut,"Thakur to Fakhar Zaman, 1 run, short of length at the body, Zaman pulls it backward of square leg"
271,Fakhar Zaman,Thakur,,full,outside,0,1,1,defend,"Thakur to Fakhar Zaman, wide, wayward delivery down leg"
272,Rizwan,Hardik Pandya,,full,straight,0,0,1,defend,"Hardik Pandya to Rizwan, 1 run, full on off stump, Rizwan drives it to the left of mid-off for a quick single"
273,Rizwan,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Rizwan, no run, India lose their second review"
274,Babar Azam,Hardik Pandya,,full,outside,1,0,0,cover drive,"Hardik Pandya to Babar Azam, out Bowled,, Oh dear,, An absolute corker from Hardik Pandya, a big inswinger that is too good even for the Pakistani skipper"
275,Babar Azam,Hardik Pandya,,full,straight,0,0,0,flick,"Hardik Pandya to Babar Azam, no run, good length and a bit of inward movements towards off stump"
276,Babar Azam,Hardik Pandya,,full,outside,0,0,0,flick,"Hardik Pandya to Babar Azam, no run, 133 clicks, fuller on off stump, Babar defends it once again"
277,Babar Azam,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Babar Azam, no run, good length and straight, defended back to the bowler"
278,Babar Azam,Siraj,,full,straight,0,0,1,flick,"Siraj to Babar Azam, 1 run, length ball angling onto the pads, tucked to the right of mid-on for a single"
279,Babar Azam,Siraj,,full,straight,0,0,0,cover drive,"Siraj to Babar Azam, no run, 139 clicks, full on off stump, pushed towards mid-off"
280,Babar Azam,Siraj,,full,straight,0,0,4,defend,"Siraj to Babar Azam, FOUR, full and swings in, glanced to the right of the mid-wicket fielder and that will travel till the fence"
281,Babar Azam,Siraj,,full,straight,0,0,0,defend,"Siraj to Babar Azam, no run, full outside off, a cracking drive from Babar but towards mid-off"
282,Babar Azam,Siraj,,full,straight,0,0,0,cover drive,"Siraj to Babar Azam, no run, full and quick on off stump, Babar presents a solid defence"
283,Babar Azam,Siraj,,full,outside,0,0,0,cut,"Siraj to Babar Azam, no run, full and was the inswinger"
284,Fakhar Zaman,Bumrah,,full,outside,0,0,0,cover drive,"Bumrah to Fakhar Zaman, no run, full and coming in with the round the wicket angle"
285,Babar Azam,Bumrah,,full,straight,0,0,1,defend,"Bumrah to Babar Azam, 1 run, good length and wide, Azam punches at it and gets an edge that goes after a couple of bounces towards first slip"
286,Babar Azam,Bumrah,,length,outside,0,0,0,cut,"Bumrah to Babar Azam, no run, another beauty,, This was a length ball that held its line for the longest time before shaping away to beat the batter"
287,Babar Azam,Bumrah,,length,straight,0,0,0,cut,"Bumrah to Babar Azam, no run, 135 clicks, back of length, gets some steep bounce and away swing to beat Azam on the backfoot punch"
288,Babar Azam,Bumrah,,full,straight,0,0,4,flick,"Bumrah to Babar Azam, FOUR, finally Babar off the mark,, The first time that Bumrah has erred against him, was back of length and wide"
289,Fakhar Zaman,Bumrah,,full,straight,0,0,3,pull,"Bumrah to Fakhar Zaman, 3 runs, full and wide, Zaman pushes it between covers and mid-off for three runs"
290,Fakhar Zaman,Siraj,,full,straight,0,0,1,defend,"Siraj to Fakhar Zaman, 1 run, length ball on the pads, flicked towards Kuldeep at deep square leg"
291,Babar Azam,Siraj,,full,straight,0,0,0,defend,"Siraj to Babar Azam, leg byes, 1 run, back of length onto the thigh pad, deflects towards square leg"
292,Fakhar Zaman,Siraj,,full,outside,0,0,0,flick,"Siraj to Fakhar Zaman, leg byes, 1 run, India lose their review"
293,Fakhar Zaman,Siraj,,full,straight,0,0,4,flick,"Siraj to Fakhar Zaman, FOUR, a bit too full on off stump, Fakhar Zaman clears his front leg and hoists his drive to the right and over mid-off"
294,Fakhar Zaman,Siraj,,full,straight,0,0,0,flick,"Siraj to Fakhar Zaman, no run, 139 clicks, full and angles away outside off, a swing and a miss,"
295,Fakhar Zaman,Siraj,,full,straight,0,0,2,cover drive,"Siraj to Fakhar Zaman, 2 runs, length ball on off, an ugly heave across the line that catches a thick inside edge towards deep backward square leg"
296,Babar Azam,Bumrah,,full,outside,0,0,0,cover drive,"Bumrah to Babar Azam, no run, length ball swinging outside off, Babar pokes at it and just about avoids the edge"
297,Babar Azam,Bumrah,,full,outside,0,0,0,cover drive,"Bumrah to Babar Azam, no run, oh dear,, He's almost unplayable at this moment"
298,Babar Azam,Bumrah,,full,straight,0,0,0,flick,"Bumrah to Babar Azam, no run, length ball that nips in towards off stump, defended onto the pads"
299,Babar Azam,Bumrah,,full,outside,0,0,0,cover drive,"Bumrah to Babar Azam, no run, oof"
300,Babar Azam,Bumrah,,full,straight,0,0,0,flick,"Bumrah to Babar Azam, no run, back of length and nipping back in"
301,Fakhar Zaman,Bumrah,,full,straight,0,0,1,defend,"Bumrah to Fakhar Zaman, 1 run, 143 clicks, full and swinging away, catches a thick edge towards square third-man and Zaman reached at it to drive"
302,Fakhar Zaman,Siraj,,full,straight,0,0,1,flick,"Siraj to Fakhar Zaman, 1 run, full and swinging away from off, Zaman with a loose and tepid drive to the right of the cover fielder for a single"
303,Fakhar Zaman,Siraj,,full,straight,0,0,0,defend,"Siraj to Fakhar Zaman, no run, 145 clicks, pitched up on off stump, defended under his eyes"
304,Fakhar Zaman,Siraj,,full,straight,0,0,2,flick,"Siraj to Fakhar Zaman, 2 runs, fuller delivery on off stump, driven square of the wicket and bounces awkwardly in front of Jadeja at backward point"
305,Fakhar Zaman,Siraj,,full,straight,0,0,0,cover drive,"Siraj to Fakhar Zaman, no run, good length and shaping away outside off, once again the batter pokes and misses"
306,Fakhar Zaman,Siraj,,full,straight,0,0,0,flick,"Siraj to Fakhar Zaman, no run, pitched a bit fuller and angling away, past the outside edge again"
307,Fakhar Zaman,Siraj,,full,straight,0,0,0,flick,"Siraj to Fakhar Zaman, no run, back of length angling outside off, no shot offered"
308,Babar Azam,Bumrah,,full,straight,0,0,0,defend,"Bumrah to Babar Azam, no run, full outside off, a superb cover drive but towards the fielder"
309,Babar Azam,Bumrah,,full,outside,0,0,0,defend,"Bumrah to Babar Azam, no run, good length and swinging outside off, left alone"
310,Babar Azam,Bumrah,,full,outside,0,0,0,cover drive,"Bumrah to Babar Azam, no run, jeez"
311,Babar Azam,Bumrah,,full,outside,0,0,0,cut,"Bumrah to Babar Azam, no run, a lovely inswinger, a batter's nightmare to face first up"
312,Fakhar Zaman,Bumrah,,full,outside,0,0,0,cut,"Bumrah to Fakhar Zaman, no run, length ball that swings late to beat Fakhar Zaman"
313,Fakhar Zaman,Siraj,,full,straight,0,0,0,defend,"Siraj to Fakhar Zaman, no run, good length and plenty of swing outside off, Fakhar Zaman retracts from playing at that"
314,Fakhar Zaman,Bumrah,,full,outside,0,0,0,cut,"Bumrah to Fakhar Zaman, no run, that's another top quality outswinger, pitched a bit fuller and invited Zaman to drive only to beat his bat"
315,Fakhar Zaman,Bumrah,,full,straight,0,0,0,flick,"Bumrah to Fakhar Zaman, no run, good length and angling well outside off, Zaman shoulders arms"
316,Fakhar Zaman,Bumrah,,full,straight,0,0,0,cover drive,"Bumrah to Fakhar Zaman, no run, returns to the away swinger, so much movement as it teases the outside edge of Fakhar Zaman and then moves away"
317,Fakhar Zaman,Bumrah,,full,outside,0,0,5,defend,"Bumrah to Fakhar Zaman, 5 wides, this one swings back in but Bumrah wayward with his line, ends down leg and the movement gives Kishan no chance"
318,Fakhar Zaman,Bumrah,,full,straight,0,0,0,flick,"Bumrah to Fakhar Zaman, no run, 142 clicks, full and raps Fakhar Zaman on the pads"
319,Fakhar Zaman,Bumrah,,full,straight,0,0,0,flick,"Bumrah to Fakhar Zaman, no run, a bit fuller and swings away again, keeps a tad low and gets to Kishan after a couple of bounces"
320,Fakhar Zaman,Bumrah,,full,straight,0,0,0,defend,"Bumrah to Fakhar Zaman, no run, plenty of swing,, A solid return ball for Bumrah as he pitches it on middle and gets plenty of away swing"
321,Kohli,Faheem Ashraf,,full,outside,0,0,6,cover drive,"Faheem Ashraf to Kohli, SIX, take that still image and put that on a postcard,, With love, from India"
322,the innings,What an end,,full,outside,0,0,0,defend," What an end to the innings,,"
323,Kohli,Faheem Ashraf,,full,straight,0,0,4,flick,"Faheem Ashraf to Kohli, FOUR, length ball well outside off, allows Kohli to free his arms with a powerful slash to the left of deep extra cover"
324,Kohli,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Kohli, no ball, FOUR, inventive,, A very unlike Virat Kohli shot, firstly he shuffled in for a ramp and saw Faheem was bowling a wide full toss so adjusted to open the bat face to the left of short third"
325,Kohli,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Kohli, no run, another top yorker from Faheem Ashraf"
326,Rahul,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Rahul, 1 run, short and wide, pace off"
327,Kohli,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Kohli, 1 run, right in the blockhole, pushed out to long-on"
328,Rahul,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Rahul, 1 run, length ball outside off, Rahul attempted a reverse ramp but underedges it onto the pitch"
329,Kohli,Iftikhar Ahmed,,full,outside,0,0,0,defend,"Iftikhar Ahmed to Kohli, no run, yorker length, driven straight back to Iftikhar"
330,Kohli,Iftikhar Ahmed,,full,straight,0,0,4,defend,"Iftikhar Ahmed to Kohli, FOUR, low full toss on leg, Kohli with a precise flick of the wrist that goes between deep mid-wicket and deep backward square leg"
331,Rahul,Iftikhar Ahmed,,full,straight,0,0,1,cover drive,"Iftikhar Ahmed to Rahul, 1 run, yorker length, Rahul slams it really hard and it almost takes Iftikhar's hands off"
332,Kohli,Iftikhar Ahmed,,full,straight,0,0,1,cover drive,"Iftikhar Ahmed to Kohli, 1 run, darted onto off stump, driven hard to long-off"
333,Kohli,Naseem Shah,,full,outside,0,0,2,cover drive,"Naseem Shah to Kohli, 2 runs, short and wide, Kohli stands tall and slaps it over Babar at extra cover"
334,Kohli,Naseem Shah,,length,outside,0,0,0,defend,"Naseem Shah to Kohli, no run, the slower bouncer, Kohli tried to pull but couldn't connect"
335,Rahul,Shaheen Afridi,,full,straight,0,0,0,defend,"Shaheen Afridi to Rahul, no run, pace off, full and wide"
336,Rahul,Shaheen Afridi,,full,outside,0,0,4,defend,"Shaheen Afridi to Rahul, FOUR, streaky but effective"
337,Rahul,Shaheen Afridi,,full,outside,0,0,4,cover drive,"Shaheen Afridi to Rahul, FOUR, 200 partnership up,, Rahul stays deep in the crease waiting for the full delivery and slams it over extra cover for a boundary"
338,Kohli,Shaheen Afridi,,full,straight,0,0,1,defend,"Shaheen Afridi to Kohli, 1 run, something about Pakistan always gets the best out of VK18"
339,Kohli,Shaheen Afridi,,full,straight,0,0,2,defend,"Shaheen Afridi to Kohli, 2 runs, back of length on the body, pulled behind square for a couple"
340,Kohli,Shaheen Afridi,,full,straight,0,0,0,defend,"Shaheen Afridi to Kohli, no run, full on off stump, Kohli tried to guide it past backward point but hits it in the direction of the fielder"
341,Rahul,Naseem Shah,,length,outside,0,0,2,cut,"Naseem Shah to Rahul, 2 runs, What a comeback to ODI cricket"
342,Kohli,Naseem Shah,,length,straight,0,0,1,flick,"Naseem Shah to Kohli, 1 run, very full on off, driven to the left of mid-off for a single"
343,Kohli,Naseem Shah,,length,outside,0,0,6,cut,"Naseem Shah to Kohli, SIX, cutter on off, Kohli picked it up and slammed it over long-on"
344,Kohli,Naseem Shah,,full,straight,0,0,2,defend,"Naseem Shah to Kohli, 2 runs, 140 clicks, length ball angling onto the thigh pad, tucked towards deep square for a couple of runs"
345,Kohli,Naseem Shah,,length,outside,0,0,0,flick,"Naseem Shah to Kohli, no run, pace off and length outside off, a swing and a miss for Kohli"
346,Rahul,Naseem Shah,,full,outside,0,0,1,defend,"Naseem Shah to Rahul, 1 run, fuller angling onto leg, clipped towards deep mid-wicket"
347,Kohli,Shaheen Afridi,,full,outside,0,0,2,flick,"Shaheen Afridi to Kohli, 2 runs, length ball on off, pushed towards mid-on and once again Kohli hares back for the second"
348,Rahul,Shaheen Afridi,,full,straight,0,0,1,defend,"Shaheen Afridi to Rahul, 1 run, full on the pads, clipped towards deep backward square leg"
349,Kohli,Shaheen Afridi,,full,straight,0,0,1,defend,"Shaheen Afridi to Kohli, 1 run, back of length on off, stops off the surface"
350,Kohli,Shaheen Afridi,,full,straight,0,0,0,flick,"Shaheen Afridi to Kohli, no run, pace off angling onto the pads, deceives Kohli as he tried to work it leg side"
351,Kohli,Shaheen Afridi,,full,straight,0,0,2,flick,"Shaheen Afridi to Kohli, 2 runs, full on middle and leg, pushed softly towards long-on for another couple of runs"
352,Rahul,Shaheen Afridi,,full,straight,0,0,1,defend,"Shaheen Afridi to Rahul, 1 run, good length angling on off stump from round the wicket, inside edged to the left of the keeper"
353,Rahul,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Rahul, 1 run, full and straight, driven to long-on"
354,Rahul,Faheem Ashraf,,full,straight,0,0,4,cover drive,"Faheem Ashraf to Rahul, FOUR, a klaasy shot,, Wide and pace off, Rahul wth a late cut that perfectly bisects backward point and short third"
355,Rahul,Faheem Ashraf,,full,straight,0,0,2,cover drive,"Faheem Ashraf to Rahul, 2 runs, yorker on off, Rahul tries to open the bat face and guide it fine"
356,Rahul,Faheem Ashraf,,full,straight,0,0,4,flick,"Faheem Ashraf to Rahul, FOUR, top shot,, Short of length and offering width, Rahul waits and then slaps it over mid-off"
357,Kohli,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Kohli, 1 run, short on the body seeing Kohli advance"
358,Kohli,Faheem Ashraf,,full,straight,0,0,2,cover drive,"Faheem Ashraf to Kohli, 2 runs, bangs it into the deck onto leg stump, pulled behind square and a committed dive from Fakhar at deep square saves a couple of runs"
