Unnamed: 0,batter,baller,ball_speed,ball_length,ball_swing,wicket,wide,runs,shot,commentary
0,Shami,Tanzim Hasan Sakib,,full,straight,1,0,0,cover drive,"Tanzim Hasan Sakib to Shami, out Shami Run Out,, 1 run completed"
1,Shami,Tanzim Hasan Sakib,,full,straight,0,0,4,cover drive,"Tanzim Hasan Sakib to Shami, FOUR, the game just about alive"
2,Shami,Tanzim Hasan Sakib,,full,straight,0,0,0,cover drive,"Tanzim Hasan Sakib to Shami, no run, third dot in a row"
3,Shami,Tanzim Hasan Sakib,,full,straight,0,0,0,flick,"Tanzim Hasan Sakib to Shami, no run, slower ball and well bowled outside off, Shami slogs and misses"
4,Shami,Tanzim Hasan Sakib,,full,straight,0,0,0,drive,"Tanzim Hasan Sakib to Shami, no run, dug in short on the stumps, Shami pulls and misses, hit on the helmet I think"
5,Pathirana,Kuldeep Yadav,,full,straight,1,0,0,defend,"Kuldeep Yadav to Pathirana, out Bowled,, Poor shot and India win"
6,Pathirana,Kuldeep Yadav,,full,straight,0,0,0,flick,"Kuldeep Yadav to Pathirana, no run, keeps low and turns in on the stumps, Pathirana does well to turn it to square leg"
7,Rajitha,Kuldeep Yadav,,full,straight,1,0,0,defend,"Kuldeep Yadav to Rajitha, out Bowled,, What a googly and knocked over"
8,Rajitha,Hardik Pandya,,full,straight,0,0,1,drive,"Hardik Pandya to Rajitha, 1 run, full and snaking back in on middle, flicked to mid-wicket and Rajitha is away"
9,Theekshana,Hardik Pandya,,full,straight,1,0,0,drive,"Hardik Pandya to Theekshana, out Caught by (sub)Suryakumar Yadav,, Fantastic catch and it is SKY"
10,Theekshana,Hardik Pandya,,full,straight,0,0,0,drive,"Hardik Pandya to Theekshana, no run, another grunty effort-filled length delivery from Hardik Pandya, on the stumps, defended to cover"
11,Theekshana,Hardik Pandya,,full,straight,0,0,0,drive,"Hardik Pandya to Theekshana, no run, back of a length on the stumps, 136kph and tight, Theekshana defends off the back foot"
12,Wellalage,Hardik Pandya,,full,straight,0,0,1,drive,"Hardik Pandya to Wellalage, 1 run, back of a length outside off, Wellalage punches to sweeper cover"
13,Wellalage,Hardik Pandya,,full,straight,0,0,0,flick,"Hardik Pandya to Wellalage, no run, full and wide outside off, Wellalage goes for a big loft and misses"
14,Theekshana,Hardik Pandya,,full,outside,0,0,1,cut,"Hardik Pandya to Theekshana, 1 run, good length on off, pushed to extra-cover and it's an easy single"
15,Theekshana,Hardik Pandya,,full,straight,0,0,0,defend,"Hardik Pandya to Theekshana, no run, dug in short at Theekshana who bends his head and lets it go"
16,Theekshana,Hardik Pandya,,full,straight,0,0,0,leave,"Hardik Pandya to Theekshana, no run, good stop by Kohli at cover, saves a run"
17,Theekshana,Hardik Pandya,,full,straight,0,0,0,cover drive,"Hardik Pandya to Theekshana, no run, wide of the crease and angling into middle and leg, nudged to mid-wicket"
18,Wellalage,Hardik Pandya,,full,leg,0,0,1,flick,"Hardik Pandya to Wellalage, 1 run, fullish around off, Wellalage opens the face of the bat and runs it down to third man"
19,Wellalage,Hardik Pandya,,full,straight,0,0,4,flick,"Hardik Pandya to Wellalage, FOUR, the luck is with Wellalage"
20,Dhananjaya,Hardik Pandya,,full,straight,0,0,0,cover drive,"Hardik Pandya to Dhananjaya, no run, lovely delivery, wide of the crease and back of a length outside off, extra bounce too, Dhananjaya tries to run it down and misses"
21,Dhananjaya,Hardik Pandya,,full,straight,0,0,0,defend,"Hardik Pandya to Dhananjaya, no run, full outside off, Dhananjaya gets forward to drive to mid-off"
22,Dhananjaya,Hardik Pandya,137.0,full,straight,0,0,0,defend,"Hardik Pandya to Dhananjaya, no run, back of a length on the stumps, 137kph, Dhananjaya goes on the back foot to defend"
23,Wellalage,Hardik Pandya,,full,straight,0,0,1,drive,"Hardik Pandya to Wellalage, 1 run, back of a length outside off, Wellalage stands tall to punch to sweeper cover"
24,Wellalage,Hardik Pandya,,full,straight,0,0,0,drive,"Hardik Pandya to Wellalage, no run, good length and tight on the stumps, defended"
25,Wellalage,Hardik Pandya,,full,straight,0,0,0,drive,"Hardik Pandya to Wellalage, no run, dug in short outside off, left alone"
26,Wellalage,Hardik Pandya,,full,straight,0,0,0,drive,"Hardik Pandya to Wellalage, no run, nice delivery and Hardik Pandya follows through near Wellalage after beating him"
27,Wellalage,Hardik Pandya,,full,straight,0,0,0,drive,"Hardik Pandya to Wellalage, no run, full outside off, moving away, left alone"
28,Wellalage,Hardik Pandya,,full,outside,0,0,0,defend,"Hardik Pandya to Wellalage, no run, fullish outside off, angling away from Wellalage who hides the bat inside the pad to leave"
29,Dhananjaya,Hardik Pandya,,full,leg,0,0,1,flick,"Hardik Pandya to Dhananjaya, 1 run, good length just outside off, Dhananjaya runs it down to third man"
30,Dhananjaya,Hardik Pandya,,full,straight,0,0,0,defend,"Hardik Pandya to Dhananjaya, no run, beautiful delivery"
31,Wellalage,Hardik Pandya,,full,leg,0,0,1,flick,"Hardik Pandya to Wellalage, 1 run, slower ball off-cutter on a length on the stumps, Wellalage runs it down to third man"
32,Wellalage,Kuldeep Yadav,,full,straight,0,0,2,cover drive,"Kuldeep Yadav to Wellalage, 2 runs, right in between three fielders at deep mid-wicket"
33,Wellalage,Kuldeep Yadav,,full,straight,0,0,0,drive,"Kuldeep Yadav to Wellalage, no run, tossed up fullish on the stumps, Wellalage goes on the back foot and nudges to slip, did not pick it off the hand, did so off the pitch"
34,Wellalage,Kuldeep Yadav,,full,outside,0,0,6,drive,"Kuldeep Yadav to Wellalage, SIX, wow, Look at that shot and look at the reaction from Kuldeep Yadav who goes - that was good, The slogsweep from the stumps and clears the deep mid-wicket fence with ease"
35,Wellalage,Kuldeep Yadav,,full,straight,0,0,0,flick,"Kuldeep Yadav to Wellalage, no run, confusion between both but all's well in the end"
36,Wellalage,Kuldeep Yadav,,full,outside,0,0,2,defend,"Kuldeep Yadav to Wellalage, 2 runs, this is short and wide outside off, cut wide of sweeper cover for two"
37,Wellalage,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Wellalage, no run, Wellalage wanted to come down or at least feigned to do so, but the length is shortened and the ball turns past the bat"
38,Wellalage,Kuldeep Yadav,,full,outside,0,0,1,flick,"Kuldeep Yadav to Wellalage, 1 run, Wellalage comes down the track and pushes it past Kuldeep Yadav for one"
39,Wellalage,Kuldeep Yadav,,full,outside,0,0,0,defend,"Kuldeep Yadav to Wellalage, no run, slower and spin outside off, Wellalage looks to punch and misses"
40,Wellalage,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Wellalage, no run, fullish on off, steered to backward point"
41,Wellalage,Kuldeep Yadav,,full,outside,0,0,2,defend,"Kuldeep Yadav to Wellalage, 2 runs, short and wide outside off, cut wide of sweeper cover and it's an easy two"
42,Wellalage,Kuldeep Yadav,,full,outside,0,0,4,defend,"Kuldeep Yadav to Wellalage, FOUR, Wellalage is not going to hang back"
43,Dhananjaya,Kuldeep Yadav,,full,straight,0,0,1,defend,"Kuldeep Yadav to Dhananjaya, 1 run, flat good length on the stumps, Dhananjaya sinks low and smites to deep square leg"
44,Dhananjaya,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Dhananjaya, leg byes, 1 run, sliding down leg, Dhananjaya flicks and misses, off the pad for a legbye"
45,Dhananjaya,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Dhananjaya, no run, another flatter delivery on the stumps, turned to square leg"
46,Dhananjaya,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Dhananjaya, no run, flat good length on the stumps, defended off the back foot to mid-wicket"
47,Shanaka,Kuldeep Yadav,,full,outside,0,0,1,drive,"Kuldeep Yadav to Shanaka, 1 run, flat length delivery on off, Shanaka goes on the back foot to punch to long-on"
48,Shanaka,Kuldeep Yadav,,full,outside,0,0,0,defend,"Kuldeep Yadav to Shanaka, no run, Shanaka is very lucky"
49,Shanaka,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Shanaka, no run, superb delivery, tossed up and goes the other way outside off as Shanaka going back to defend is beaten"
50,Dhananjaya,Kuldeep Yadav,,full,straight,0,0,0,defend,"Kuldeep Yadav to Dhananjaya, no run, tossed up on off, Dhananjaya defends to the off-side"
